state_code,state,congressional_district,year,male_child,male_teen,male_adult,female_child,female_teen,female_adult,Females under 5 years,Females 5 to 9 years,Females 10 to 14 years,Females 15 to 17 years,Females 18 and 19 years,Females 20 years,Females 21 years,Females 22 to 24 years,Females 25 to 29 years,Females 30 to 34 years,Females 35 to 39 years,Females 40 to 44 years,Females 45 to 49 years,Females 50 to 54 years,Females 55 to 59 years,Females 60 and 61 years,Females 62 to 64 years,Females 65 and 66 years,Females 67 to 69 years,Females 70 to 74 years,Females 75 to 79 years,Females 80 to 84 years,Females 85 years and over,Males under 5 years,Males 5 to 9 years,Males 10 to 14 years,Males 15 to 17 years,Males 18 and 19 years,Males 20 years,Males 21 years,Males 22 to 24 years,Males 25 to 29 years,Males 30 to 34 years,Males 35 to 39 years,Males 40 to 44 years,Males 45 to 49 years,Males 50 to 54 years,Males 55 to 59 years,Males 60 and 61 years,Males 62 to 64 years,Males 65 and 66 years,Males 67 to 69 years,Males 70 to 74 years,Males 75 to 79 years,Males 80 to 84 years,Males 85 years and over
42,Pennsylvania,14,2014,42359.0,33082.0,261233.0,41692.0,33176.0,293505.0,18700,16268,16812,11041,12048,6271,6475,18627,31180,24033,19528,19528,21515,26007,27459,9911,14061,7420,9641,13949,11986,11637,14277,18450,17027,17206,11314,11445,5994,5955,18378,31389,24965,19881,18474,20859,24334,24811,8910,11654,6369,7425,10598,7607,7020,6610
42,Pennsylvania,15,2014,52406.0,39310.0,257622.0,48508.0,38320.0,277414.0,19120,20517,22178,13875,11139,6260,5518,12611,21422,21232,20076,23953,26219,27495,25842,10005,12552,7945,9629,14085,10666,9794,12110,20348,22943,22788,14543,11095,5381,5790,13017,21694,20682,19873,23581,25404,27219,25243,8527,12459,7089,9126,11581,8506,6479,5971
42,Pennsylvania,16,2014,61197.0,41702.0,246490.0,57710.0,40038.0,266652.0,24088,23875,24369,14796,10621,5394,4848,13880,22874,22080,22317,22405,25175,25527,23433,8480,11428,7164,9121,11817,10277,9287,11145,24871,26385,24854,15773,11017,5297,5121,13711,22270,21802,20098,22967,24006,24960,23081,7963,10602,6855,8072,9657,8243,5903,5882
42,Pennsylvania,17,2014,47680.0,36460.0,259967.0,46146.0,35242.0,276364.0,18493,19467,20467,13106,9856,4991,5018,12120,19594,19732,19907,23381,25567,27011,26268,9021,12843,8187,10002,14773,12010,11605,14334,18697,20784,20499,14081,10080,5757,4974,12991,20494,20365,21203,23236,26477,26569,25051,8751,12997,7192,9470,12269,8633,7602,5936
42,Pennsylvania,18,2014,45947.0,35504.0,264349.0,44067.0,33293.0,284723.0,16893,19110,20160,12940,8257,3444,3951,10663,18910,19125,19419,24336,27098,29995,27646,10848,14614,8730,11746,15485,13184,11328,14201,17788,19589,21427,13767,8881,4054,3465,11558,20297,19855,20189,24344,26211,28442,27389,10110,14288,8119,9348,12924,9822,7655,6279
44,Rhode Island,01,2014,37803.0,28866.0,188287.0,34493.0,27862.0,210214.0,14348,13875,15676,9546,8911,4258,4646,11506,18661,16827,16076,18289,18609,20477,18802,7087,8729,5355,6634,9446,7689,6920,10203,15105,15921,16944,10120,8580,4844,4485,11453,18717,16541,15512,16214,17906,18497,16882,6065,7944,5183,5808,7742,5630,4501,4363
44,Rhode Island,02,2014,33963.0,28759.0,192147.0,33093.0,29474.0,208289.0,12757,14052,15710,10069,9979,5391,5181,10141,14968,15216,14910,17405,20977,21382,19637,7212,9965,5633,7375,9271,7286,7027,9312,13302,14611,15125,10265,9419,4652,4326,11893,16143,15104,15015,17195,19200,20205,18898,6290,9932,5131,6015,8049,5247,4688,4164
45,South Carolina,01,2014,54735.0,33168.0,249657.0,51771.0,33497.0,274222.0,21783,21269,21798,12154,8265,4115,4559,14307,27238,25097,23604,22501,23841,24540,22792,10053,14279,8797,11054,14225,9040,6798,7382,22293,24550,19732,12376,8953,5119,4754,14717,25220,24531,22347,21305,21747,22095,20476,7989,11517,7689,10191,12365,8834,5274,3487
45,South Carolina,02,2014,53598.0,37918.0,237417.0,51191.0,35402.0,258423.0,20129,21997,22663,13540,8265,4993,4317,13142,21779,22629,22190,23341,24825,25162,24533,8646,12138,7168,9541,11680,8546,6956,6837,21484,22860,23135,13844,10193,5911,5254,14128,21336,21273,21309,21616,22982,23331,21698,7862,11431,6740,7949,10609,6418,4468,3102
45,South Carolina,03,2014,49755.0,36982.0,239772.0,48167.0,34268.0,256410.0,19535,20520,20280,12112,9988,6465,5865,12257,18878,19175,19470,22292,22670,24157,23317,9209,13022,8011,10302,14535,10378,7925,8482,20303,20657,21989,12958,10831,6242,5836,13298,19424,19214,19145,22228,22248,22800,21896,7852,12439,6882,10280,12634,8341,5315,3698
45,South Carolina,04,2014,54796.0,36793.0,236969.0,52711.0,36115.0,261562.0,21844,22209,21645,13222,9906,5014,4940,13821,22387,22146,22580,23063,24329,24735,24217,8459,11568,7307,9491,13058,9434,7488,7525,22315,23383,22746,13838,9308,4742,4608,13756,21923,21268,21143,22759,23472,23562,21200,7871,10328,6378,8683,10200,6841,4571,3664
45,South Carolina,05,2014,54105.0,37222.0,235888.0,52328.0,35587.0,257786.0,21090,21886,23382,13037,8521,4626,4821,11951,20173,20726,20838,24077,25197,25136,23182,9347,13217,8269,9872,12668,10165,6587,6934,21724,23130,23129,14113,9232,5155,4754,12216,19698,19792,20805,22540,23652,23786,22164,8499,11202,7026,8734,11160,7347,4436,2922
45,South Carolina,06,2014,49573.0,38342.0,237866.0,48778.0,36510.0,254221.0,21359,19689,19327,11469,13445,7176,7368,17385,24104,21192,18238,18854,21125,23812,23023,8744,12494,7044,9652,11961,8810,6302,6937,21855,19655,20158,12687,13561,9386,8052,17968,26337,21149,18510,18749,19737,22142,19407,7738,10927,6586,7433,10188,6217,4075,3265
45,South Carolina,07,2014,48391.0,34084.0,241283.0,48726.0,32281.0,268993.0,19960,20748,20045,12318,7936,4276,4298,14007,19879,20257,20295,22131,23552,24977,25396,10388,16084,9613,12436,15455,11311,7232,7406,19794,19895,21756,12659,8372,4874,4344,12557,19993,19937,18765,21566,21585,22077,21214,9138,14398,7981,11217,13877,8857,5453,3450
46,South Dakota,00,2014,71358.0,47254.0,300882.0,67805.0,43997.0,303411.0,28788,28424,26484,16234,11873,5988,6221,16204,26879,25920,22566,23458,25798,29825,28223,10425,14105,8146,9804,14093,11988,10632,13136,30515,29267,28940,17358,12532,6663,6727,17886,29207,27498,24602,24051,26540,29779,28567,10495,14322,8544,9482,12623,9547,7745,6604
47,Tennessee,01,2014,48408.0,35516.0,262740.0,46089.0,33585.0,282696.0,18054,19432,21509,12631,8049,4391,4656,13369,19538,20126,22399,23522,25610,26801,26118,10099,15831,9502,12272,17053,12899,9514,8996,19118,20386,22260,13245,8915,5643,3970,12721,19621,19980,21325,25051,25183,25354,24231,9615,13715,8070,11474,15987,10188,6343,4269
47,Tennessee,02,2014,51740.0,37349.0,259512.0,48946.0,35908.0,283019.0,19788,20445,21784,12756,10082,6331,6203,15178,22605,22572,21770,24467,25490,26321,24733,10075,14226,8461,11305,14797,11643,8308,8534,20723,22227,21976,13604,10560,6091,5611,16170,21928,22238,21223,24027,24318,24858,23324,8786,12527,7284,10104,12927,8893,5528,3675
47,Tennessee,03,2014,51725.0,35872.0,260924.0,48899.0,35039.0,281608.0,19659,20595,21614,13044,9027,5106,4417,13320,20978,21936,22761,23027,25274,27104,27015,10015,14588,9444,11734,14207,11934,8949,9799,20827,21866,22582,13481,8842,5194,5241,12778,21160,21489,22210,23409,24443,25991,24649,10016,13061,8088,10754,13018,8720,6379,4324
47,Tennessee,04,2014,58121.0,40557.0,256438.0,56339.0,38799.0,273136.0,22328,24439,23931,13960,10481,6049,6104,14740,22650,24215,24240,24516,25370,25668,23896,8876,12826,7433,10069,12992,9526,7231,6735,23071,24618,26081,14994,9915,6552,6371,14779,22397,23974,23692,25453,24836,24324,22172,8329,11216,6959,8860,11392,7653,4257,3222
47,Tennessee,05,2014,56403.0,34771.0,260257.0,55723.0,32936.0,286891.0,25221,22755,19368,11397,9919,5549,5396,18819,35922,31096,25142,24178,24096,25641,23919,8886,11147,6563,7674,10642,8548,6276,7397,25317,22654,21082,11995,10127,5537,5812,15965,32810,30265,25053,25305,23632,23462,22028,7415,9892,5320,6939,8143,5716,4053,2910
47,Tennessee,06,2014,55836.0,39654.0,257802.0,53484.0,36418.0,277160.0,20937,23196,23378,14367,8025,4866,4467,12500,19932,21741,22131,25698,26425,27241,25669,9383,14165,9277,10946,15533,11337,8126,7723,22050,23643,25359,15100,9339,4962,4222,13016,19704,21269,21752,24482,25731,25836,23841,8741,12795,8350,10442,13861,9105,5896,3797
47,Tennessee,07,2014,61683.0,41569.0,255328.0,59262.0,38988.0,266538.0,23227,25840,25488,15082,8614,4595,3962,13781,21902,22677,23959,25490,25931,26126,23401,9421,12327,7030,9902,12427,9824,6482,7301,24693,26046,27360,15939,9214,4788,5278,14036,23492,22999,23867,24574,25375,25501,22533,8833,11494,6913,9068,10800,7796,4986,2995
47,Tennessee,08,2014,55253.0,41926.0,246202.0,54411.0,38510.0,271212.0,20894,23756,24403,14917,8952,4431,4072,12448,19637,20899,22122,24737,25804,28075,26209,9288,13888,8104,10289,13669,10143,8670,8727,21443,23241,26423,16209,9864,5020,4399,12176,18506,19671,21269,23478,24337,26245,24250,8251,12773,7551,9352,11733,8134,5136,3921
47,Tennessee,09,2014,62446.0,41234.0,233922.0,60210.0,40478.0,271877.0,26824,23589,24494,15035,10747,6061,6669,18058,29215,27249,24310,23359,24528,24989,23576,8869,11663,6499,7038,9599,7284,6657,6254,27947,24540,24898,15339,10957,5996,5576,17577,28308,25286,22022,21351,21772,21418,20139,7496,9326,4953,5440,6855,4543,3308,2556
48,Texas,01,2014,60082.0,40051.0,245877.0,57469.0,39930.0,263814.0,23977,23688,24511,14083,11141,6461,5861,15006,22474,22118,20773,21374,22218,23923,22680,9214,12404,7445,9541,14016,10924,8223,9159,24765,25573,24360,14620,10815,6369,5453,15486,22646,21975,20950,20655,21624,23098,21787,8245,11481,6660,8626,11887,8922,5315,4698
48,Texas,02,2014,62289.0,40429.0,264231.0,59244.0,36818.0,264402.0,24956,25085,23008,15020,7994,4228,4363,13561,29076,29624,26498,26832,24582,26175,22617,8568,11907,6102,6682,9069,5959,4183,4376,26691,25536,25155,15677,9659,4560,4779,15708,31481,30431,26751,26076,25821,25590,22788,8054,10730,6232,6908,7726,5264,3188,2144
48,Texas,03,2014,69125.0,46244.0,252248.0,66558.0,42481.0,271001.0,25035,29825,29246,16533,8401,3185,3700,12486,23621,28581,31018,33658,30525,27208,21928,7824,10410,5846,7989,8803,5584,4649,3986,26414,29856,32139,17862,9099,4698,3816,11988,22382,25904,28265,32310,30191,27399,20710,6107,9191,5846,6542,7358,4914,2717,1910
48,Texas,04,2014,58179.0,41725.0,250644.0,56334.0,38129.0,264962.0,22224,24252,24645,14442,8900,4533,4459,12015,20157,21099,21679,23708,24701,25730,24203,9229,12614,8568,10406,14342,10704,7898,8917,23032,24469,26697,16013,9694,4975,5073,11884,20189,21686,22515,22011,24424,25017,23056,8411,12547,7317,9652,13007,8736,5960,4184
48,Texas,05,2014,66988.0,40531.0,252223.0,62657.0,38711.0,253934.0,26324,25849,26210,14565,8420,3976,4818,12929,23672,24066,22745,23534,23157,23648,21860,7982,11291,6167,9796,11448,8428,7695,6722,27189,29303,26242,15210,9576,4894,4946,13365,25486,25856,25255,25401,23826,25210,20895,8312,10014,5779,7997,10058,6429,5076,3424
48,Texas,06,2014,66021.0,46647.0,240804.0,62710.0,42813.0,263695.0,25374,26096,28100,15797,10156,5754,4585,14918,25724,25688,26812,25759,26695,26674,22304,8205,10717,6076,7569,9019,6660,5209,5327,25641,28808,28930,18264,11025,4973,5323,14857,24005,22972,24630,24410,24559,26087,20442,7576,9864,5652,6794,7768,5107,3467,2318
48,Texas,07,2014,64253.0,37819.0,256756.0,61777.0,36988.0,269700.0,24652,26694,26079,14387,6954,4076,4061,15007,30781,28770,29604,27315,24687,24942,23466,7126,10638,5381,7728,8521,6089,5380,6128,28063,25605,26464,14674,7267,4431,3850,15004,30786,30461,27160,26935,24849,23022,22913,7390,9493,5372,5910,7632,4452,3593,3503
48,Texas,08,2014,65475.0,42647.0,269410.0,61031.0,42783.0,258656.0,24537,25092,28505,15365,10315,4848,4700,12350,21548,23543,24638,24774,24545,25616,23845,7963,12742,6943,9075,11274,8278,5977,5997,25647,28694,27836,15747,10199,5031,5588,14977,24238,25942,27729,26892,26645,27368,24311,8551,11181,7228,8135,11218,6801,4743,2832
48,Texas,09,2014,67562.0,42421.0,244109.0,66037.0,40907.0,265933.0,27624,28487,24816,15695,10323,6363,5577,19087,30517,29202,25001,26922,24110,24120,21805,8216,10380,5685,6554,8289,5394,4717,3994,28869,27688,27513,15340,10574,6109,6734,18422,31334,28553,26894,24936,21296,21327,19279,6843,7863,4483,4977,6248,4243,2651,1917
48,Texas,10,2014,67526.0,42855.0,259829.0,63634.0,39998.0,266156.0,25939,27303,25980,14391,10019,4425,4979,13152,25796,27490,25737,27109,25864,26006,22220,8071,11023,6555,7669,10377,7023,5644,7016,28389,28342,26989,15966,10696,4889,5147,13837,26455,26805,28161,27317,25697,25516,22692,7844,10404,5995,7593,8713,5430,4028,3306
48,Texas,11,2014,62855.0,41521.0,255863.0,59430.0,38497.0,262847.0,25217,24573,24101,14133,9904,5333,5135,14668,23805,22155,19604,20694,21982,24797,24039,9194,11820,7658,10268,13197,11529,8767,8202,26521,26162,25430,15044,11219,6620,5884,15847,26303,23522,21033,20322,21069,24252,22624,8569,11690,7393,8903,11783,9083,6609,4357
48,Texas,12,2014,64443.0,39874.0,252562.0,60719.0,39354.0,271542.0,25386,25317,25041,14734,9596,4887,5029,15628,28413,27301,24258,25076,25892,25700,23472,8102,10819,6682,7601,11187,8470,6204,6821,27623,26574,25617,14885,9619,4830,4587,15574,27922,25848,23536,24765,24549,25187,21637,7828,10109,5921,7667,8553,6374,4293,3382
48,Texas,13,2014,61462.0,42241.0,253750.0,58230.0,37046.0,250011.0,23950,25055,23063,14133,9076,4598,4099,14532,22842,21776,20498,19996,21088,23913,22124,8042,11796,6610,8658,12946,10627,7956,7910,25321,25979,25407,15465,11532,5771,5631,15057,25862,24377,23624,20618,22998,24527,22580,8276,10999,5931,8208,11018,8416,5564,4293
48,Texas,14,2014,59146.0,40598.0,260857.0,56011.0,38721.0,255936.0,23426,22477,25272,14574,8984,5032,3962,13949,23222,23061,21163,22995,24131,26642,22615,8580,12529,6693,8651,10344,8738,6700,6929,24443,24939,24411,15613,10339,4810,5334,14772,25581,25363,23371,24457,25987,27891,24784,8189,11513,6336,7766,9793,6831,4871,3208
48,Texas,15,2014,78920.0,51223.0,228392.0,76928.0,49501.0,242841.0,32405,31651,32181,18202,11991,6262,5764,15243,23908,24991,25100,24133,22518,20584,18149,6435,9061,5718,6983,9694,7451,5677,5170,31699,34491,31826,20182,11946,6264,6413,16146,25463,25045,24951,22710,21039,18594,15491,5519,7375,5186,6627,7770,6264,4591,2944
48,Texas,16,2014,68403.0,47020.0,235687.0,66209.0,44282.0,257523.0,27915,27178,27791,16928,10680,6892,6123,15528,25690,24071,23491,24592,23228,23772,20900,6970,9670,5734,6953,11342,9230,6831,6506,28982,27633,29472,17509,11828,6801,6962,18432,27647,23823,23161,21593,20639,21163,18104,6037,8110,4481,5764,8635,6624,4487,3224
48,Texas,17,2014,58701.0,43472.0,255130.0,54880.0,42135.0,265289.0,23509,22695,21691,13095,16026,10462,11173,20328,27647,25224,21665,21757,21915,22450,20552,7681,9589,5712,8297,9631,8338,6185,6683,25434,23969,23246,14173,15352,11303,10841,22790,28244,25849,22514,20540,21255,21478,19443,6973,9013,5502,6391,8872,5780,4549,3793
48,Texas,18,2014,69377.0,43572.0,246297.0,68486.0,38318.0,256981.0,31347,27705,23587,14279,9887,5216,5996,16667,33136,29817,24174,23822,22537,22187,20562,6908,9997,5286,5949,8650,6172,4867,5038,30629,28407,25854,16136,11924,5677,5545,17009,32595,30666,26576,24207,22668,21206,19619,6358,8283,4418,5444,6946,4293,2772,2015
48,Texas,19,2014,61110.0,43127.0,255070.0,58967.0,40901.0,249587.0,24731,24764,23682,13657,13035,6890,7857,17709,23932,21737,19183,19502,20295,22166,20650,7882,9880,6161,8484,11720,10397,7371,7771,26134,25021,24888,14318,13877,8372,7968,21298,27623,25176,21294,21237,21824,22636,21088,6724,9856,5689,7438,9403,8107,5550,3787
48,Texas,20,2014,65481.0,45960.0,246909.0,63372.0,43364.0,264494.0,26148,26524,26751,15353,11961,6261,6031,18069,29613,27287,25498,23737,24334,22741,20121,7682,9955,5764,7579,9232,7903,5996,6691,26497,28412,26430,16428,13674,7991,7415,17574,30189,28482,24654,22164,22623,21882,17572,6400,8878,5465,5947,7541,5629,3671,2832
48,Texas,21,2014,51847.0,36137.0,271459.0,47506.0,35878.0,287400.0,19347,19754,21014,12950,10320,6336,7428,16427,29396,25520,21814,24269,24773,26661,24329,9404,13838,7971,10449,12457,9507,7738,9083,21866,21521,21152,13349,10097,6969,6540,17841,29695,26831,23562,22337,23016,24477,21897,8983,12642,6873,9713,11241,7743,5986,5113
48,Texas,22,2014,73909.0,46704.0,252240.0,69132.0,44001.0,268119.0,26915,30266,29878,17125,8950,4394,3643,12876,23032,28004,31635,29379,29378,26780,23580,7280,10493,5637,7159,9405,6116,4737,4591,28773,32517,31548,18111,9665,5095,3868,12956,22676,24863,28852,29128,27507,26995,22918,8023,9487,5627,6335,7633,5160,2967,2150
48,Texas,23,2014,71928.0,47776.0,244819.0,70974.0,44813.0,245400.0,29020,30591,28409,17273,10495,4947,5152,12452,24111,23280,22655,24021,22341,22639,20885,7800,11179,6387,8288,10298,7806,5785,5374,29670,30128,30327,17938,11642,6005,6023,15819,26175,23837,22870,24997,22920,20973,20085,7323,9637,6161,7678,9762,6382,4720,3452
48,Texas,24,2014,61058.0,36809.0,261282.0,58816.0,35828.0,279691.0,24775,23991,25127,13472,7280,3711,3335,14959,34596,30864,27772,28174,27554,28702,22261,8398,10383,5999,6575,9574,6696,5020,5118,25511,25833,24285,14468,7770,3582,4341,14367,31463,29952,27318,28025,27487,27713,20600,7041,9854,5127,5961,7164,5295,3138,2854
48,Texas,25,2014,62312.0,43068.0,254887.0,60921.0,40370.0,265901.0,24870,25928,25308,13766,11420,5585,5125,14603,23934,25390,24991,26130,24601,25112,22713,8514,11501,6931,9046,11392,8805,5939,5589,24780,26822,26777,15202,11800,5788,5832,15336,25135,24166,24784,24532,24208,24589,21954,7970,10757,7406,8015,9499,7064,4825,3027
48,Texas,26,2014,69653.0,47762.0,250802.0,68843.0,44384.0,264718.0,27048,30066,29323,16620,10171,6140,5014,14450,25535,28021,30786,30786,27871,26025,20888,6698,9720,5171,7397,7639,5463,3645,3469,27399,29076,32945,17488,10507,4954,5678,14070,24447,26937,28760,30706,28799,25150,20112,6088,8601,5239,6381,6704,3827,2678,1671
48,Texas,27,2014,61198.0,41573.0,248458.0,59416.0,38931.0,262200.0,23862,25852,24255,15183,9195,5068,4126,14534,23340,22951,21695,21111,23372,25560,23015,9024,12769,6966,9443,12887,10006,8011,8322,24797,26062,25848,15675,10390,5406,4329,14358,23815,23148,20818,20679,22926,24827,23365,8057,12356,6977,8413,11147,8151,5660,4026
48,Texas,28,2014,78743.0,50515.0,224086.0,73969.0,49648.0,244623.0,30674,30559,31840,19566,10978,5777,4807,14441,23978,23970,25111,24546,23032,21900,18688,7194,9999,5635,7403,10079,7255,5583,5225,33634,32265,32111,19144,12105,6079,5502,14171,24260,22340,23647,23084,20732,19873,16566,6142,9058,4773,6399,8162,6293,4050,2955
48,Texas,29,2014,79554.0,47521.0,237344.0,78080.0,46280.0,233949.0,33587,32592,29753,17382,11047,5993,6141,16996,26327,27176,26081,23493,21802,20770,17072,5933,7145,4233,5120,6924,5181,4053,3509,34054,33102,30996,16726,12198,6794,6226,19100,29684,30374,24942,24081,21818,21825,18059,5678,6539,4078,4750,5282,4056,2481,1577
48,Texas,30,2014,69629.0,45892.0,235025.0,67477.0,41553.0,261842.0,27681,29348,26121,15245,10636,5220,4967,16322,27300,27745,25900,26944,24620,23551,21278,8558,10323,5601,7213,8997,6919,5088,5296,29337,28279,30034,17380,10492,5730,5484,15013,25736,25274,24964,23821,24113,22695,19209,7148,8914,5104,5631,6626,4789,2905,1869
48,Texas,31,2014,70757.0,42766.0,252026.0,67199.0,41564.0,265357.0,27702,28289,28022,15726,9025,4806,5068,14579,27320,29157,28841,26498,25264,23925,20875,6988,10683,5607,7870,10320,6590,5249,5717,29160,30372,28063,16130,9799,5343,5651,15234,28104,27996,27864,27418,24376,22847,18368,6725,9022,5082,6708,9049,5778,3783,2678
48,Texas,32,2014,60017.0,37580.0,257914.0,57684.0,37783.0,269297.0,23433,24885,23416,15219,8515,4773,3924,17276,28058,26839,26163,26514,26072,25953,21608,8137,10780,5664,7573,9895,6968,6309,6791,25135,25484,23495,14051,9432,5753,4816,16222,28805,27374,25000,27287,24981,24695,21959,7467,9465,5492,6701,8480,5952,3695,3770
48,Texas,33,2014,80984.0,46488.0,234242.0,77451.0,46184.0,230853.0,33138,32271,30105,17530,10591,6193,5444,15307,26040,26984,25084,24204,21037,18688,16896,5347,8360,4572,5398,7496,5784,4294,3725,34269,34490,30563,17046,11105,6640,5777,16880,29739,29621,26446,23671,23429,20426,16907,5140,6899,4276,4279,6001,4018,2352,1741
48,Texas,34,2014,74757.0,48376.0,229084.0,70863.0,46125.0,243388.0,28915,29818,30326,17093,10837,5937,5172,14118,22471,22314,23535,21951,20881,20685,20304,7163,9669,6658,8432,10611,9442,7422,6623,30961,31250,31365,17460,12097,6053,5870,16124,23193,22247,21509,21730,19934,19849,17858,6540,9118,6106,6756,9263,7587,5254,4093
48,Texas,35,2014,69893.0,45531.0,253718.0,68677.0,42156.0,257839.0,29839,28546,25732,14725,11992,7114,7525,19645,30866,28651,26474,24658,21029,20569,18756,6562,9587,5096,6143,8196,6109,5573,5286,29410,29468,27538,16037,12972,7480,7060,20100,33674,31122,26860,23686,23713,21724,17679,6043,8503,4542,5162,6400,4427,3142,2401
48,Texas,36,2014,60893.0,42441.0,254178.0,59948.0,39407.0,258218.0,24759,25324,24664,15503,9106,4760,4446,12884,22859,22842,23303,22659,24316,26155,24527,8770,12008,6770,9024,11215,8838,6738,6104,23773,26471,26623,17140,9328,4706,5296,13910,23495,23358,22322,24856,25153,26121,22674,8981,11807,6955,8581,10569,7114,4674,3606
49,Utah,01,2014,80348.0,47752.0,230484.0,74958.0,45127.0,231693.0,31410,31540,30022,16664,10450,5817,6326,15658,25586,26425,24097,19736,18971,20666,18717,6390,8189,5350,5905,7959,6821,4601,4479,33343,33971,32586,17770,10431,5150,5730,17898,26564,27496,24309,20792,19186,20184,18063,6380,8621,4757,5397,7754,5698,3788,2717
49,Utah,02,2014,71220.0,44352.0,241063.0,68126.0,41998.0,241510.0,28518,28724,27211,15192,10480,6598,5023,16244,27020,27798,23522,18051,18350,19317,18743,6988,9563,6028,7599,10390,8260,6059,5957,29887,30014,28299,16595,10778,5153,6044,17361,27480,29003,25061,20560,18898,19413,18427,6359,9061,5110,7215,9749,6828,4688,4653
49,Utah,03,2014,78961.0,49415.0,227511.0,73541.0,49219.0,232212.0,31526,29939,30192,16693,14411,8421,8265,20928,25325,24875,22677,19534,17772,18297,16912,5985,8971,5129,6296,7814,5998,4675,4338,33002,33162,31993,17668,12552,4272,7584,26833,26933,25182,22302,19202,17852,17823,16873,5892,7886,4159,5940,7321,5098,3517,2842
